"Id";"Designator";"Package";"Quantity";"Designation";"Supplier and ref";
1;"J1";"PinSocket_2x20_P1.27mm_Vertical_SMD";1;"Conn_02x20_Odd_Even";;;
2;"J2";"PinHeader_2x10_P2.54mm_Vertical_SMD";1;"Conn_02x10_Odd_Even";;;
